"id","loan_amnt","int_rate","grade","sub_grade","emp_length","revol_bal","revol_util","fico","home_ownership","annual_inc","verification_status","loan_status","default"
245,10950,15.8,"C","C3","7 years",3502,53.1,662,"MORTGAGE",42000,"Not Verified","Fully Paid","Paid"
246,12000,13.67,"B","B5","9 years",28443,67.9,692,"RENT",80000,"Not Verified","Charged Off","Defaulted"
247,11000,15.8,"C","C3","7 years",22246,88.3,687,"RENT",50000,"Source Verified","Fully Paid","Paid"
248,1000,14.09,"B","B5","5 years",11189,83.5,682,"RENT",30000,"Not Verified","Fully Paid","Paid"
249,9450,15.1,"C","C2","10+ years",10875,44.6,672,"RENT",28500,"Source Verified","Fully Paid","Paid"
250,5000,15.8,"C","C3","7 years",8199,47.4,662,"MORTGAGE",41000,"Verified","Fully Paid","Paid"
251,8000,15.8,"C","C3","5 years",4866,25.3,712,"RENT",35000,"Not Verified","Fully Paid","Paid"
252,15000,13.11,"B","B4","10+ years",9694,70.8,712,"RENT",43000,"Not Verified","Fully Paid","Paid"
253,9450,17.27,"C","C5","6 years",9703,88.2,677,"RENT",28800,"Not Verified","Fully Paid","Paid"
254,5000,13.11,"B","B4","2 years",196,4.8,737,"RENT",25000,"Not Verified","Fully Paid","Paid"
255,8000,13.11,"B","B4","3 years",28120,80.8,682,"OWN",30000,"Source Verified","Charged Off","Defaulted"
256,17000,9.99,"B","B1","3 years",6264,43.8,762,"MORTGAGE",90000,"Source Verified","Fully Paid","Paid"
257,25000,7.62,"A","A3","5 years",3275,9.4,807,"MORTGAGE",92000,"Verified","Fully Paid","Paid"
258,6000,13.67,"B","B5","< 1 year",309,61.8,677,"RENT",45000,"Source Verified","Charged Off","Defaulted"
259,9500,16.78,"C","C5","< 1 year",9317,84.7,682,"MORTGAGE",45000,"Source Verified","Fully Paid","Paid"
260,6600,7.62,"A","A3","< 1 year",6571,13.9,792,"MORTGAGE",110000,"Not Verified","Fully Paid","Paid"
261,8000,11.14,"B","B2","5 years",17737,89.1,702,"RENT",97000,"Not Verified","Fully Paid","Paid"
262,24000,7.9,"A","A4","2 years",27045,11.8,702,"RENT",120000,"Verified","Fully Paid","Paid"
263,9000,7.62,"A","A3","9 years",3595,17,757,"RENT",46800,"Not Verified","Fully Paid","Paid"
264,21000,21.15,"E","E2","3 years",15675,90.1,662,"MORTGAGE",66000,"Verified","Fully Paid","Paid"
265,14125,14.09,"B","B5","5 years",5654,26.4,667,"RENT",56000,"Verified","Fully Paid","Paid"
266,8000,18.75,"D","D3","10+ years",6747,84.3,677,"MORTGAGE",60000,"Verified","Fully Paid","Paid"
267,16000,10.64,"B","B2","7 years",13451,47.2,692,"RENT",84000,"Not Verified","Fully Paid","Paid"
268,13000,20.31,"D","D5","5 years",13790,73.7,667,"MORTGAGE",65000,"Not Verified","Fully Paid","Paid"
269,7500,18.25,"D","D3","10+ years",553,13.5,682,"MORTGAGE",115000,"Not Verified","Fully Paid","Paid"
270,5000,11.14,"B","B2","10+ years",5015,52.8,677,"RENT",80000,"Not Verified","Fully Paid","Paid"
271,6000,20.5,"E","E1",NA,12892,60.2,672,"RENT",20400,"Verified","In Grace Period","Defaulted"
272,6000,10.16,"B","B1","1 year",4349,30.6,717,"MORTGAGE",65000,"Not Verified","Fully Paid","Paid"
273,4000,18.49,"D","D2","1 year",13571,63.1,667,"RENT",42000,"Verified","Fully Paid","Paid"
274,4900,17.99,"D","D2","2 years",3815,86.7,687,"OWN",30000,"Not Verified","Fully Paid","Paid"
275,3000,13.11,"B","B4","8 years",2,0.3,747,"RENT",42500,"Not Verified","Fully Paid","Paid"
276,12000,13.11,"B","B4","10+ years",15453,55.6,687,"MORTGAGE",65000,"Source Verified","Fully Paid","Paid"
277,15250,14.09,"B","B5","2 years",7942,83.6,722,"RENT",40000,"Not Verified","Fully Paid","Paid"
278,18000,13.11,"B","B4","2 years",10984,23.5,697,"RENT",55000,"Not Verified","Fully Paid","Paid"
279,10050,16.78,"C","C5","7 years",9805,44.4,692,"RENT",60000,"Not Verified","Fully Paid","Paid"
280,8575,18.85,"D","D3","2 years",4541,36.9,687,"MORTGAGE",50000,"Source Verified","Fully Paid","Paid"
281,14000,16.29,"C","C4","9 years",25526,95.2,672,"MORTGAGE",90000,"Source Verified","Fully Paid","Paid"
282,15000,13.11,"B","B4","5 years",24794,87.6,692,"RENT",135000,"Not Verified","Fully Paid","Paid"
283,3925,12.12,"B","B3","1 year",12667,91.8,692,"MORTGAGE",32000,"Verified","Fully Paid","Paid"
284,31100,16.29,"C","C5","10+ years",26987,82.8,717,"MORTGAGE",63290,"Verified","Fully Paid","Paid"
285,12200,9.71,"B","B1","10+ years",15724,94.2,692,"MORTGAGE",64000,"Not Verified","Fully Paid","Paid"
286,4000,14.09,"B","B5","10+ years",12607,60.3,682,"OWN",1e+05,"Not Verified","Fully Paid","Paid"
287,7500,11.99,"B","B3","2 years",6858,85.7,687,"RENT",33000,"Source Verified","Fully Paid","Paid"
288,18000,11.14,"B","B2","10+ years",10590,76.7,687,"MORTGAGE",3e+05,"Source Verified","Fully Paid","Paid"
289,6500,17.1,"C","C5",NA,11341,57,697,"MORTGAGE",35600,"Source Verified","Charged Off","Defaulted"
290,35000,18.55,"D","D4","10+ years",8176,72.2,692,"MORTGAGE",120000,"Verified","Charged Off","Defaulted"
291,8000,18.49,"D","D2","5 years",4481,72.3,662,"RENT",50000,"Verified","Charged Off","Defaulted"
292,6400,17.27,"C","C5","2 years",5006,34.1,672,"RENT",28000,"Not Verified","Charged Off","Defaulted"
293,9450,17.77,"D","D1","4 years",6364,54.9,667,"RENT",36000,"Not Verified","Fully Paid","Paid"
294,14000,7.9,"A","A4","7 years",11677,31.6,677,"MORTGAGE",87500,"Not Verified","Fully Paid","Paid"
295,8000,7.9,"A","A4","< 1 year",6294,35.8,707,"MORTGAGE",85000,"Source Verified","Fully Paid","Paid"
296,10375,15.31,"C","C2","2 years",14870,69.5,687,"RENT",30000,"Verified","Fully Paid","Paid"
297,18000,20.5,"E","E2","5 years",15223,95.7,662,"MORTGAGE",72000,"Not Verified","Fully Paid","Paid"
298,19000,12.35,"B","B4","2 years",18366,67.3,692,"MORTGAGE",150000,"Verified","Fully Paid","Paid"
299,10000,6.62,"A","A2","10+ years",38343,43.1,712,"MORTGAGE",142500,"Not Verified","Fully Paid","Paid"
300,6000,11.14,"B","B2","10+ years",18765,52.9,707,"MORTGAGE",29000,"Verified","Fully Paid","Paid"
301,5000,15.31,"C","C2","10+ years",6136,53.4,662,"RENT",30600,"Verified","Fully Paid","Paid"
302,15000,7.9,"A","A4","4 years",6442,6.1,792,"RENT",205000,"Verified","Fully Paid","Paid"
303,10000,12.12,"B","B3","10+ years",24820,42.8,687,"MORTGAGE",50000,"Not Verified","Charged Off","Defaulted"
304,12000,12.12,"B","B3","5 years",17522,65.4,682,"OWN",52000,"Verified","Fully Paid","Paid"
305,10500,10.16,"B","B1","10+ years",12606,59.5,677,"MORTGAGE",195000,"Not Verified","Fully Paid","Paid"
306,13650,7.9,"A","A4","5 years",18922,65.5,727,"RENT",35000,"Not Verified","Fully Paid","Paid"
307,10000,10.64,"B","B2","1 year",6474,89.9,697,"RENT",41600,"Verified","Charged Off","Defaulted"
308,10000,12.35,"B","B4","3 years",5980,51.1,687,"MORTGAGE",33000,"Verified","Fully Paid","Paid"
309,13600,12.12,"B","B3","< 1 year",7412,52.9,702,"OWN",40000,"Source Verified","Charged Off","Defaulted"
310,9925,14.09,"B","B5","8 years",8099,66.9,697,"MORTGAGE",135804,"Not Verified","Fully Paid","Paid"
311,10500,12.12,"B","B3","3 years",16705,47,692,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
312,5000,17.77,"D","D1","< 1 year",4913,84.7,682,"RENT",36000,"Not Verified","Fully Paid","Paid"
313,30000,15.8,"C","C3","9 years",43160,10.8,717,"MORTGAGE",160000,"Verified","Charged Off","Defaulted"
314,10075,13.11,"B","B4","5 years",12289,53.4,687,"OWN",35000,"Not Verified","Fully Paid","Paid"
315,8000,10.99,"B","B2","7 years",10834,43.7,672,"MORTGAGE",56000,"Verified","Fully Paid","Paid"
316,14675,14.33,"C","C1","5 years",4934,71.5,682,"MORTGAGE",52000,"Not Verified","Fully Paid","Paid"
317,6000,8.9,"A","A5","3 years",5224,82.9,707,"RENT",40000,"Source Verified","Fully Paid","Paid"
318,6000,7.9,"A","A4","1 year",744,12,727,"RENT",75000,"Not Verified","Fully Paid","Paid"
319,6000,11.99,"B","B3","1 year",18869,33.1,722,"MORTGAGE",80000,"Not Verified","Charged Off","Defaulted"
320,8000,13.99,"C","C1","6 years",8804,93.1,682,"RENT",26000,"Source Verified","Charged Off","Defaulted"
321,21000,13.11,"B","B4","10+ years",10457,71.1,677,"MORTGAGE",80000,"Verified","Fully Paid","Paid"
322,10000,11.55,"B","B3","10+ years",13152,88.9,702,"RENT",62000,"Not Verified","Fully Paid","Paid"
323,24500,8.9,"A","A5","5 years",6390,82.7,737,"OWN",173000,"Verified","Fully Paid","Paid"
324,9075,14.33,"C","C1","10+ years",25396,60.3,692,"MORTGAGE",37000,"Verified","Fully Paid","Paid"
325,8400,8.9,"A","A5","2 years",19149,43.7,722,"RENT",76000,"Not Verified","Fully Paid","Paid"
326,20000,12.12,"B","B3","< 1 year",22978,57.3,722,"MORTGAGE",90000,"Verified","Fully Paid","Paid"
327,2500,17.27,"C","C5","10+ years",1530,27.8,667,"MORTGAGE",61000,"Source Verified","Fully Paid","Paid"
328,16000,6.03,"A","A1","10+ years",27043,18.4,777,"MORTGAGE",104280,"Not Verified","Fully Paid","Paid"
329,28000,8.9,"A","A5","10+ years",42071,67.4,702,"MORTGAGE",250000,"Source Verified","Fully Paid","Paid"
330,17300,6.62,"A","A2","10+ years",1114,3,812,"MORTGAGE",75000,"Not Verified","Fully Paid","Paid"
331,10000,15.8,"C","C3",NA,11398,95,667,"MORTGAGE",53500,"Source Verified","Fully Paid","Paid"
332,15000,10.16,"B","B1","2 years",7866,47.7,717,"RENT",130000,"Not Verified","Fully Paid","Paid"
333,4200,15.81,"C","C4",NA,53,1.4,672,"RENT",15000,"Source Verified","Fully Paid","Paid"
334,8000,17.27,"C","C5","4 years",12901,54.7,667,"MORTGAGE",76000,"Source Verified","Fully Paid","Paid"
335,12000,6.62,"A","A2","< 1 year",0,0,777,"MORTGAGE",55000,"Source Verified","Fully Paid","Paid"
336,35000,18.55,"D","D4","5 years",67864,53.2,687,"MORTGAGE",150000,"Verified","Fully Paid","Paid"
337,33425,17.56,"D","D1","7 years",39974,84.2,692,"RENT",75000,"Verified","Fully Paid","Paid"
338,23000,6.62,"A","A2","8 years",24693,52.1,757,"MORTGAGE",86400,"Not Verified","Fully Paid","Paid"
339,5000,13.11,"B","B4","10+ years",9467,59.5,687,"MORTGAGE",65000,"Verified","Fully Paid","Paid"
340,8575,17.76,"D","D1","2 years",8403,47.5,692,"RENT",31000,"Source Verified","Fully Paid","Paid"
341,5700,15.81,"C","C4","2 years",13172,72,667,"MORTGAGE",75000,"Verified","Fully Paid","Paid"
342,18000,17.56,"D","D1","1 year",17711,53.2,697,"RENT",97000,"Not Verified","Fully Paid","Paid"
343,24000,18.55,"D","D2",NA,22108,89.9,672,"MORTGAGE",75000,"Verified","Charged Off","Defaulted"
344,9450,14.33,"C","C1","2 years",4815,56.6,682,"OWN",55000,"Not Verified","Fully Paid","Paid"
345,8400,17.77,"D","D1","3 years",8527,46.3,662,"MORTGAGE",72500,"Not Verified","Fully Paid","Paid"
346,20000,15.31,"C","C2","5 years",18281,75.5,692,"RENT",53000,"Verified","Fully Paid","Paid"
347,10000,19.72,"D","D5","< 1 year",16213,32.3,707,"RENT",65000,"Source Verified","Fully Paid","Paid"
348,10000,13.67,"B","B5","9 years",2681,34.4,687,"RENT",85000,"Source Verified","Fully Paid","Paid"
349,11300,8.9,"A","A5","5 years",4810,39.1,732,"MORTGAGE",43000,"Source Verified","Fully Paid","Paid"
350,16800,13.67,"B","B5","10+ years",21905,98.2,697,"OWN",46000,"Source Verified","Charged Off","Defaulted"
351,8000,14.98,"C","C3","2 years",4357,19.4,667,"RENT",75000,"Verified","Fully Paid","Paid"
352,8000,12.35,"B","B4","9 years",7357,67.5,667,"MORTGAGE",70000,"Not Verified","Fully Paid","Paid"
353,4200,11.14,"B","B2","5 years",9773,81.4,687,"RENT",51510,"Verified","Fully Paid","Paid"
354,10000,11.14,"B","B2","1 year",10439,38.2,702,"OWN",32000,"Not Verified","Fully Paid","Paid"
355,16000,8.9,"A","A5","10+ years",2837,14.8,767,"MORTGAGE",50000,"Source Verified","Fully Paid","Paid"
356,11575,14.09,"B","B5","5 years",12732,82.1,682,"RENT",35000,"Not Verified","Fully Paid","Paid"
357,12000,14.33,"C","C1","2 years",18851,77.6,672,"RENT",75000,"Not Verified","Fully Paid","Paid"
358,12000,17.99,"D","D2","2 years",2915,64.8,662,"MORTGAGE",78000,"Verified","Fully Paid","Paid"
359,9325,8.9,"A","A5","1 year",14639,25,722,"RENT",27500,"Not Verified","Fully Paid","Paid"
360,8000,15.22,"C","C3","10+ years",5166,47.4,672,"MORTGAGE",83000,"Source Verified","Fully Paid","Paid"
361,13000,11.14,"B","B2","1 year",9941,79.5,717,"MORTGAGE",104000,"Not Verified","Fully Paid","Paid"
362,4200,17.56,"D","D1","4 years",12296,79.2,682,"RENT",39000,"Source Verified","Fully Paid","Paid"
363,5000,7.9,"A","A4","10+ years",4444,34.7,727,"RENT",52500,"Not Verified","Charged Off","Defaulted"
364,12400,13.49,"C","C1","7 years",12283,63,687,"MORTGAGE",105000,"Not Verified","Fully Paid","Paid"
365,6000,15.88,"C","C4","4 years",6347,45.3,692,"RENT",35000,"Not Verified","Fully Paid","Paid"
366,9400,13.11,"B","B4","2 years",7061,88.3,692,"RENT",83408,"Not Verified","Fully Paid","Paid"
367,9750,10.99,"B","B2","4 years",6989,44,712,"RENT",40000,"Verified","Fully Paid","Paid"
368,11000,12.12,"B","B3","10+ years",26840,76.9,687,"RENT",96500,"Verified","Fully Paid","Paid"
369,12000,15.31,"C","C2","2 years",37533,64.9,662,"MORTGAGE",55000,"Verified","Fully Paid","Paid"
370,11200,14.65,"C","C2","5 years",21298,73.4,687,"MORTGAGE",101450,"Not Verified","Fully Paid","Paid"
371,14000,11.14,"B","B2","5 years",28428,66.1,682,"RENT",85000,"Not Verified","Fully Paid","Paid"
372,10000,14.09,"B","B5","9 years",7066,64.8,677,"RENT",50000,"Verified","Fully Paid","Paid"
373,8875,12.35,"B","B4","2 years",6678,36.7,712,"RENT",26500,"Verified","Fully Paid","Paid"
374,16000,14.33,"C","C1","7 years",9156,74.4,687,"MORTGAGE",88000,"Not Verified","Fully Paid","Paid"
375,6000,10.16,"B","B1","1 year",5898,26.3,692,"MORTGAGE",46000,"Not Verified","Fully Paid","Paid"
376,6000,12.12,"B","B3","10+ years",17958,83.9,682,"RENT",45000,"Not Verified","Charged Off","Defaulted"
377,15000,11.14,"B","B2","8 years",8512,26.6,677,"MORTGAGE",130000,"Not Verified","Late (31-120 days)","Defaulted"
378,20050,11.14,"B","B2","10+ years",11680,77.9,702,"MORTGAGE",45000,"Verified","Fully Paid","Paid"
379,23000,11.99,"B","B3","3 years",23669,74.9,677,"RENT",90000,"Source Verified","Fully Paid","Paid"
380,20000,10.99,"B","B2","10+ years",20548,91.7,717,"MORTGAGE",76000,"Verified","Fully Paid","Paid"
381,14500,18.55,"D","D4","< 1 year",10021,95.4,677,"MORTGAGE",30000,"Verified","Charged Off","Defaulted"
382,20000,6.62,"A","A2","5 years",1885,5.8,777,"OWN",55000,"Not Verified","Fully Paid","Paid"
383,35000,15.8,"C","C3","10+ years",87534,83.3,682,"MORTGAGE",580000,"Source Verified","Default","Defaulted"
384,16000,13.11,"B","B4","9 years",32637,58.3,667,"MORTGAGE",128000,"Source Verified","Fully Paid","Paid"
385,2400,7.9,"A","A4","< 1 year",4982,61.5,712,"RENT",30000,"Source Verified","Fully Paid","Paid"
386,10000,12.12,"B","B3","4 years",7404,49.4,692,"MORTGAGE",50000,"Not Verified","Fully Paid","Paid"
387,8000,14.3,"C","C1","10+ years",11714,45.9,702,"MORTGAGE",50000,"Verified","Fully Paid","Paid"
388,8200,15.27,"C","C4","10+ years",5114,49.2,672,"MORTGAGE",75000,"Verified","Fully Paid","Paid"
389,7200,9.76,"B","B1","2 years",11169,61.1,712,"RENT",38000,"Not Verified","Fully Paid","Paid"
390,7000,6.03,"A","A1","6 years",6952,18.5,732,"MORTGAGE",83100,"Not Verified","Fully Paid","Paid"
391,5000,12.99,"B","B4","8 years",49903,0,662,"MORTGAGE",48000,"Verified","Fully Paid","Paid"
392,10000,8.9,"A","A5","< 1 year",20419,69,717,"RENT",50000,"Source Verified","Fully Paid","Paid"
393,10000,13.11,"B","B4","6 years",32611,77.5,682,"OWN",55000,"Not Verified","Fully Paid","Paid"
394,1400,12.12,"B","B3","< 1 year",1776,36.2,702,"OWN",20000,"Not Verified","Fully Paid","Paid"
395,35000,13.98,"C","C1","7 years",18876,47.7,757,"MORTGAGE",83000,"Verified","Fully Paid","Paid"
396,15000,18.49,"D","D2","5 years",10558,59,662,"RENT",45000,"Not Verified","Fully Paid","Paid"
397,9000,14.09,"B","B5","2 years",7623,57.7,682,"RENT",51729.6,"Not Verified","Fully Paid","Paid"
398,10000,13.05,"B","B5","4 years",13295,49.8,687,"RENT",60000,"Not Verified","Fully Paid","Paid"
399,8000,8.9,"A","A5","9 years",11693,68,717,"RENT",40000,"Not Verified","Fully Paid","Paid"
400,15000,13.68,"C","C1","3 years",15794,96.3,707,"RENT",40000,"Source Verified","Late (31-120 days)","Defaulted"
401,15000,13.11,"B","B4","10+ years",10949,61.2,697,"RENT",89000,"Verified","Fully Paid","Paid"
402,14000,10.74,"B","B2","2 years",9616,36.4,722,"RENT",30000,"Verified","Fully Paid","Paid"
403,8000,17.77,"D","D1","1 year",3679,46,687,"RENT",25000,"Verified","Fully Paid","Paid"
404,35000,13.67,"B","B5","2 years",33460,56.6,692,"MORTGAGE",140000,"Verified","Charged Off","Defaulted"
405,25000,18.25,"D","D3","< 1 year",23026,95.9,697,"RENT",70000,"Source Verified","Fully Paid","Paid"
406,8400,12.12,"B","B3","2 years",4089,58.4,692,"RENT",50000,"Not Verified","Fully Paid","Paid"
407,17000,7.9,"A","A4","< 1 year",22087,51.4,692,"MORTGAGE",102000,"Verified","Fully Paid","Paid"
408,23000,15.31,"C","C2","8 years",20824,63.3,687,"RENT",72000,"Verified","Fully Paid","Paid"
409,7200,12.12,"B","B3","10+ years",16309,58.2,692,"RENT",77000,"Source Verified","Fully Paid","Paid"
410,15000,6.62,"A","A2","1 year",3787,24,747,"RENT",51000,"Not Verified","Fully Paid","Paid"
411,20000,14.33,"C","C1","9 years",23992,65,677,"RENT",63000,"Not Verified","Fully Paid","Paid"
412,14000,11.14,"B","B2","5 years",15865,46.8,717,"OWN",50000,"Not Verified","Fully Paid","Paid"
413,14400,15.8,"C","C3","9 years",17400,75.7,662,"MORTGAGE",58000,"Verified","Fully Paid","Paid"
414,6850,14.33,"C","C1","9 years",4642,55.3,732,"MORTGAGE",30000,"Verified","Fully Paid","Paid"
415,3175,19.05,"D","D4","< 1 year",33370,95.9,662,"RENT",40000,"Verified","Fully Paid","Paid"
416,7000,8.9,"A","A5","2 years",14941,41.2,702,"RENT",33000,"Verified","Fully Paid","Paid"
417,7200,6.03,"A","A1","10+ years",73915,16.8,782,"MORTGAGE",45000,"Not Verified","Fully Paid","Paid"
418,9825,12.42,"B","B4","10+ years",10333,60.1,677,"RENT",105000,"Not Verified","Fully Paid","Paid"
419,10400,16.2,"C","C4","6 years",13160,49.8,677,"RENT",60000,"Source Verified","Fully Paid","Paid"
420,12000,9.67,"B","B1","10+ years",10436,44,677,"MORTGAGE",1e+05,"Not Verified","Fully Paid","Paid"
421,12000,12.12,"B","B3","3 years",11439,45.2,697,"OWN",60000,"Not Verified","Fully Paid","Paid"
422,4000,13.99,"C","C1","10+ years",7237,64,662,"RENT",35000,"Not Verified","Fully Paid","Paid"
423,10000,19.52,"D","D4",NA,10033,55.1,677,"MORTGAGE",33600,"Verified","Fully Paid","Paid"
424,8800,8.9,"A","A5","5 years",9717,56.5,752,"OWN",60000,"Verified","Fully Paid","Paid"
425,9600,11.14,"B","B2","5 years",23694,62.5,667,"RENT",95000,"Not Verified","Fully Paid","Paid"
426,12000,14.33,"C","C1","9 years",3183,21.8,692,"RENT",125000,"Not Verified","Charged Off","Defaulted"
427,4000,12.12,"B","B3","6 years",5261,35.1,682,"OWN",18000,"Not Verified","Fully Paid","Paid"
428,3000,21,"E","E1","10+ years",14556,55.3,667,"RENT",70000,"Source Verified","Charged Off","Defaulted"
429,35000,22.4,"E","E3","< 1 year",27302,84.3,667,"OWN",140000,"Verified","Fully Paid","Paid"
430,5600,15.31,"C","C2","2 years",8281,66.8,672,"RENT",45000,"Not Verified","Fully Paid","Paid"
431,9500,13.11,"B","B4","7 years",5428,52.2,707,"MORTGAGE",32000,"Not Verified","Fully Paid","Paid"
432,20000,8.9,"A","A5","10+ years",25289,73.9,707,"MORTGAGE",140000,"Source Verified","Fully Paid","Paid"
433,22000,11.14,"B","B2","< 1 year",9820,25.5,742,"RENT",65000,"Verified","Fully Paid","Paid"
434,6000,14.33,"C","C2","2 years",6508,18.3,727,"OWN",40000,"Not Verified","Fully Paid","Paid"
435,16000,12.12,"B","B3","8 years",11579,81,702,"MORTGAGE",90000,"Source Verified","Charged Off","Defaulted"
436,14000,7.9,"A","A4","10+ years",109,0.5,752,"RENT",30500,"Verified","Charged Off","Defaulted"
437,11000,17.27,"C","C5","5 years",17420,65,667,"RENT",41500,"Verified","Fully Paid","Paid"
438,14400,10.16,"B","B1","10+ years",4951,68.8,717,"RENT",1e+05,"Not Verified","Fully Paid","Paid"
439,17000,9.71,"B","B1","6 years",16936,41.2,692,"MORTGAGE",69000,"Not Verified","Fully Paid","Paid"
440,24000,11.14,"B","B2","5 years",8692,22.3,712,"MORTGAGE",67000,"Verified","Fully Paid","Paid"
441,18825,15.1,"C","C2","3 years",30210,88.6,687,"MORTGAGE",42000,"Verified","Charged Off","Defaulted"
442,10150,7.62,"A","A3","2 years",264,1.3,762,"MORTGAGE",54000,"Not Verified","Charged Off","Defaulted"
443,10000,16.29,"C","C5","10+ years",10165,87.6,672,"MORTGAGE",72000,"Verified","Fully Paid","Paid"
444,15000,16.29,"C","C5","7 years",7318,41.1,677,"RENT",56000,"Verified","Fully Paid","Paid"
445,9600,13.11,"B","B4","< 1 year",7924,39,712,"RENT",45760,"Not Verified","Charged Off","Defaulted"
446,12000,17.77,"D","D1","10+ years",14805,75.9,667,"MORTGAGE",60000,"Not Verified","Fully Paid","Paid"
447,10000,14.65,"C","C2","10+ years",2403,68.7,677,"MORTGAGE",74000,"Source Verified","Fully Paid","Paid"
448,12000,6.62,"A","A2","8 years",111881,22.8,747,"MORTGAGE",2e+05,"Verified","Fully Paid","Paid"
449,14200,15.8,"C","C3","6 years",12468,85.4,662,"MORTGAGE",59000,"Not Verified","Fully Paid","Paid"
450,6550,12.12,"B","B3","6 years",5584,79.8,707,"OWN",29852,"Not Verified","Charged Off","Defaulted"
451,22650,11.14,"B","B2",NA,17154,79.1,677,"MORTGAGE",56268,"Source Verified","Fully Paid","Paid"
452,3200,7.9,"A","A4","1 year",10145,45.3,727,"MORTGAGE",102000,"Source Verified","Fully Paid","Paid"
453,3975,7.9,"A","A4","3 years",4454,64.6,717,"RENT",25000,"Not Verified","Fully Paid","Paid"
454,29100,14.98,"C","C3","1 year",20265,68.7,667,"RENT",65000,"Verified","Fully Paid","Paid"
455,12000,8.9,"A","A5","5 years",15086,48.2,702,"MORTGAGE",90000,"Source Verified","Fully Paid","Paid"
456,12000,17.27,"C","C5","7 years",14637,96.9,692,"MORTGAGE",47000,"Verified","Fully Paid","Paid"
